generation,best_cost
0,2179
1,2085
2,2085
3,2085
4,2085
5,2085
6,2085
7,2085
8,2085
9,2085
10,2085
11,2085
12,2085
13,2085
14,2085
15,2085
16,2085
17,2085
18,2085
19,2085
20,2085
21,2085
22,2085
23,2085
24,2085
25,2085
26,2085
27,2085
28,2085
29,2085
30,2085
31,2085
32,2085
33,2085
34,2085
35,2085
36,2085
37,2085
38,2085
39,2085
40,2085
41,2085
42,2085
43,2085
44,2085
45,2085
46,2085
47,2085
48,2085
49,2085
50,2085
51,2085
52,2085
53,2085
54,2085
55,2085
56,2085
57,2085
58,2085
59,2085
60,2085
61,2085
62,2085
63,2085
64,2085
65,2085
66,2085
67,2085
68,2085
69,2085
70,2085
71,2085
72,2085
73,2085
74,2085
75,2085
76,2085
77,2085
78,2085
79,2085
80,2085
81,2085
82,2085
83,2085
84,2085
85,2085
86,2085
87,2085
88,2085
89,2085
90,2085
