generation,best_cost
0,614
1,614
2,614
3,614
4,610
5,610
6,601
7,587
8,576
9,576
10,576
11,576
12,576
13,576
14,576
15,576
16,576
17,576
18,576
19,576
20,576
21,576
22,576
23,576
24,576
25,576
26,576
27,576
28,576
29,576
30,576
31,576
32,576
33,576
34,576
35,576
36,576
37,576
38,576
39,575
40,575
41,575
42,570
43,570
44,570
45,570
46,570
47,570
48,570
49,570
50,570
51,570
52,570
53,570
54,570
55,570
56,570
57,570
58,570
59,570
60,570
61,570
62,570
63,570
64,570
65,570
66,570
67,570
68,570
69,570
70,570
71,570
72,570
73,570
74,570
75,570
76,570
77,570
78,570
79,570
80,570
81,570
82,570
83,570
84,570
85,570
86,570
87,570
88,570
89,570
90,570
