generation,best_cost
0,3841
1,3796
2,3796
3,3568
4,3404
5,3359
6,3359
7,3359
8,3336
9,3336
10,3336
11,3336
12,3336
13,3336
14,3336
15,3336
16,3336
17,3336
18,3336
19,3336
20,3336
21,3336
22,3336
23,3336
24,3336
25,3336
26,3336
27,3336
28,3336
29,3336
30,3336
31,3336
32,3336
33,3336
34,3336
35,3336
36,3336
37,3336
38,3336
39,3323
40,3323
41,3323
42,3323
43,3323
44,3323
45,3323
46,3323
47,3323
48,3323
49,3323
50,3323
51,3323
52,3323
53,3323
54,3323
55,3323
56,3323
57,3323
58,3323
59,3323
60,3323
61,3323
62,3323
63,3323
64,3323
65,3323
66,3323
67,3323
68,3323
69,3323
70,3323
71,3323
72,3323
73,3323
74,3323
75,3323
76,3323
77,3323
78,3323
79,3323
80,3323
81,3323
82,3323
83,3323
84,3323
85,3323
86,3323
87,3323
88,3323
89,3323
90,3323
