generation,best_cost
0,3003
1,3003
2,3003
3,2993
4,2993
5,2930
6,2760
7,2760
8,2760
9,2760
10,2760
11,2760
12,2760
13,2760
14,2760
15,2760
16,2760
17,2760
18,2760
19,2760
20,2709
21,2709
22,2709
23,2709
24,2709
25,2709
26,2709
27,2709
28,2709
29,2709
30,2709
31,2709
32,2709
33,2709
34,2709
35,2709
36,2709
37,2709
38,2709
39,2709
40,2709
41,2707
42,2707
43,2707
44,2707
45,2707
46,2707
47,2707
48,2707
49,2707
50,2707
51,2707
52,2707
53,2707
54,2707
55,2707
56,2707
57,2707
58,2707
59,2707
60,2707
61,2707
62,2707
63,2707
64,2707
65,2707
66,2707
67,2707
68,2707
69,2707
70,2707
71,2707
72,2707
73,2707
74,2707
75,2707
76,2707
77,2707
78,2707
79,2707
80,2707
81,2707
82,2707
83,2707
84,2707
85,2707
86,2707
87,2707
88,2707
89,2707
90,2707
