generation,best_cost
0,3003
1,3003
2,2978
3,2978
4,2853
5,2853
6,2707
7,2707
8,2707
9,2707
10,2707
11,2707
12,2707
13,2707
14,2707
15,2707
16,2707
17,2707
18,2707
19,2707
20,2707
21,2707
22,2707
23,2707
24,2707
25,2707
26,2707
27,2707
28,2707
29,2707
30,2707
31,2707
32,2707
33,2707
34,2707
35,2707
36,2707
37,2707
38,2707
39,2707
40,2707
41,2707
42,2707
43,2707
44,2707
45,2707
46,2707
47,2707
48,2707
49,2707
50,2707
51,2707
52,2707
53,2707
54,2707
55,2707
56,2707
57,2707
58,2707
59,2707
60,2707
61,2707
62,2707
63,2707
64,2707
65,2707
66,2707
67,2707
68,2707
69,2707
70,2707
71,2707
72,2707
73,2707
74,2707
75,2707
76,2707
77,2707
78,2707
79,2707
80,2707
81,2707
82,2707
83,2707
84,2707
85,2707
86,2707
87,2707
88,2707
89,2707
90,2707
