generation,best_cost
0,495
1,486
2,486
3,480
4,475
5,475
6,471
7,471
8,471
9,471
10,471
11,471
12,471
13,471
14,471
15,471
16,471
17,471
18,471
19,471
20,471
21,471
22,471
23,471
24,471
25,471
26,471
27,471
28,471
29,471
30,471
31,471
32,471
33,471
34,471
35,471
36,471
37,471
38,471
39,471
40,471
41,471
42,471
43,471
44,471
45,469
46,462
47,462
48,453
49,453
50,453
51,453
52,453
53,453
54,453
55,453
56,453
57,453
58,453
59,453
60,453
61,453
62,453
63,453
64,453
65,453
66,440
67,440
68,440
69,440
70,440
71,440
72,440
73,440
74,440
75,440
76,440
77,440
78,440
79,440
80,440
81,440
82,440
83,440
84,440
85,440
86,440
87,436
88,436
89,436
90,436
