generation,best_cost
0,796
1,796
2,796
3,786
4,786
5,783
6,777
7,776
8,767
9,758
10,751
11,745
12,744
13,734
14,729
15,729
16,729
17,729
18,729
19,729
20,729
21,729
22,729
23,729
24,729
25,729
26,729
27,729
28,729
29,729
30,729
31,729
32,729
33,729
34,729
35,729
36,729
37,729
38,729
39,729
40,729
41,729
42,729
43,729
44,729
45,729
46,729
47,729
48,729
49,729
50,729
51,729
52,729
53,729
54,729
55,729
56,729
57,729
58,729
59,729
60,729
61,729
62,729
63,729
64,729
65,729
66,729
67,729
68,729
69,729
70,729
71,729
72,729
73,729
74,729
75,729
76,729
77,729
78,728
79,728
80,728
81,728
82,728
83,728
84,728
85,728
86,728
87,728
88,728
89,728
90,728
