generation,best_cost
0,614
1,614
2,610
3,610
4,601
5,587
6,587
7,576
8,576
9,576
10,576
11,576
12,576
13,576
14,576
15,576
16,576
17,576
18,576
19,576
20,576
21,576
22,576
23,576
24,576
25,576
26,576
27,576
28,576
29,576
30,576
31,576
32,576
33,576
34,576
35,576
36,576
37,576
38,576
39,576
40,576
41,576
42,576
43,576
44,576
45,576
46,576
47,576
48,576
49,576
50,576
51,576
52,576
53,576
54,576
55,576
56,576
57,576
58,576
59,576
60,576
61,576
62,576
63,574
64,574
65,574
66,574
67,574
68,574
69,574
70,574
71,574
72,574
73,574
74,574
75,574
76,574
77,574
78,572
79,572
80,572
81,572
82,572
83,572
84,572
85,572
86,572
87,572
88,572
89,572
90,572
