generation,best_cost
0,495
1,495
2,495
3,495
4,484
5,484
6,484
7,478
8,473
9,468
10,468
11,451
12,451
13,451
14,451
15,446
16,438
17,438
18,438
19,438
20,438
21,438
22,438
23,438
24,438
25,438
26,438
27,438
28,438
29,438
30,438
31,438
32,438
33,438
34,438
35,438
36,438
37,438
38,438
39,438
40,438
41,438
42,438
43,438
44,438
45,438
46,438
47,438
48,438
49,438
50,438
51,438
52,438
53,438
54,438
55,438
56,438
57,438
58,438
59,438
60,438
61,438
62,438
63,438
64,438
65,438
66,438
67,438
68,438
69,438
70,438
71,438
72,438
73,438
74,438
75,438
76,438
77,438
78,438
79,438
80,438
81,438
82,438
83,435
84,435
85,435
86,435
87,435
88,435
89,435
90,435
