generation,best_cost
0,796
1,796
2,796
3,786
4,783
5,776
6,776
7,756
8,740
9,734
10,734
11,734
12,734
13,734
14,734
15,734
16,734
17,734
18,734
19,734
20,734
21,734
22,734
23,734
24,734
25,734
26,734
27,734
28,734
29,734
30,734
31,734
32,734
33,734
34,734
35,734
36,734
37,733
38,733
39,733
40,733
41,733
42,733
43,733
44,733
45,733
46,733
47,733
48,733
49,733
50,732
51,732
52,732
53,732
54,732
55,732
56,732
57,732
58,732
59,732
60,732
61,732
62,732
63,732
64,732
65,732
66,732
67,732
68,732
69,732
70,732
71,732
72,732
73,732
74,732
75,732
76,732
77,732
78,732
79,732
80,732
81,732
82,732
83,732
84,732
85,732
86,732
87,732
88,732
89,732
90,732
