generation,best_cost
0,763
1,763
2,761
3,761
4,746
5,746
6,734
7,723
8,723
9,723
10,710
11,702
12,702
13,699
14,694
15,691
16,688
17,688
18,688
19,688
20,688
21,688
22,688
23,688
24,688
25,688
26,688
27,688
28,688
29,688
30,688
31,688
32,688
33,688
34,688
35,688
36,688
37,688
38,688
39,688
40,688
41,679
42,679
43,679
44,679
45,679
46,679
47,679
48,679
49,679
50,679
51,679
52,679
53,679
54,679
55,679
56,679
57,679
58,679
59,679
60,679
61,679
62,679
63,679
64,679
65,679
66,679
67,679
68,679
69,679
70,679
71,679
72,679
73,679
74,679
75,679
76,679
77,679
78,679
79,679
80,679
81,679
82,679
83,679
84,679
85,679
86,679
87,679
88,679
89,679
90,679
