generation,best_cost
0,495
1,495
2,495
3,484
4,484
5,478
6,473
7,468
8,451
9,451
10,451
11,451
12,451
13,451
14,451
15,451
16,451
17,451
18,451
19,451
20,451
21,451
22,451
23,451
24,451
25,451
26,451
27,451
28,451
29,451
30,451
31,451
32,451
33,451
34,451
35,451
36,451
37,451
38,451
39,451
40,451
41,451
42,451
43,451
44,451
45,451
46,451
47,451
48,451
49,451
50,451
51,451
52,451
53,451
54,451
55,451
56,451
57,451
58,451
59,451
60,451
61,451
62,451
63,451
64,451
65,451
66,451
67,451
68,451
69,451
70,451
71,451
72,451
73,451
74,451
75,451
76,451
77,451
78,451
79,451
80,451
81,451
82,451
83,451
84,451
85,451
86,451
87,451
88,451
89,451
90,447
