generation,best_cost
0,1553
1,1553
2,1472
3,1472
4,1432
5,1432
6,1338
7,1278
8,1278
9,1272
10,1272
11,1272
12,1272
13,1272
14,1272
15,1272
16,1272
17,1272
18,1272
19,1272
20,1272
21,1272
22,1272
23,1272
24,1272
25,1272
26,1272
27,1272
28,1272
29,1272
30,1272
31,1272
32,1272
33,1272
34,1272
35,1272
36,1272
37,1272
38,1272
39,1272
40,1272
41,1272
42,1272
43,1272
44,1272
45,1272
46,1272
47,1272
48,1272
49,1272
50,1272
51,1272
52,1272
53,1272
54,1272
55,1272
56,1272
57,1272
58,1272
59,1272
60,1272
61,1272
62,1272
63,1272
64,1272
65,1272
66,1272
67,1272
68,1272
69,1272
70,1272
71,1272
72,1272
73,1272
74,1272
75,1272
76,1272
77,1272
78,1272
79,1272
80,1272
81,1272
82,1272
83,1272
84,1272
85,1272
86,1272
87,1272
88,1272
89,1272
90,1272
