generation,best_cost
0,1553
1,1545
2,1545
3,1545
4,1545
5,1451
6,1391
7,1391
8,1391
9,1384
10,1384
11,1384
12,1384
13,1384
14,1384
15,1344
16,1344
17,1344
18,1344
19,1344
20,1344
21,1344
22,1344
23,1344
24,1344
25,1344
26,1344
27,1344
28,1344
29,1344
30,1344
31,1344
32,1344
33,1272
34,1272
35,1272
36,1272
37,1272
38,1272
39,1272
40,1272
41,1272
42,1272
43,1272
44,1272
45,1272
46,1272
47,1272
48,1272
49,1272
50,1272
51,1272
52,1272
53,1272
54,1272
55,1272
56,1272
57,1272
58,1272
59,1272
60,1272
61,1272
62,1272
63,1272
64,1272
65,1272
66,1272
67,1272
68,1272
69,1272
70,1272
71,1272
72,1272
73,1272
74,1272
75,1272
76,1272
77,1272
78,1272
79,1272
80,1272
81,1272
82,1272
83,1272
84,1272
85,1272
86,1272
87,1272
88,1272
89,1272
90,1272
