generation,best_cost
0,763
1,762
2,762
3,759
4,759
5,742
6,742
7,732
8,723
9,721
10,715
11,707
12,707
13,707
14,704
15,701
16,699
17,696
18,693
19,690
20,688
21,688
22,688
23,688
24,688
25,688
26,688
27,688
28,688
29,688
30,688
31,688
32,688
33,688
34,688
35,688
36,688
37,688
38,688
39,688
40,688
41,688
42,688
43,688
44,688
45,688
46,688
47,685
48,675
49,675
50,675
51,675
52,675
53,675
54,675
55,675
56,675
57,675
58,675
59,675
60,675
61,675
62,675
63,675
64,675
65,675
66,675
67,675
68,675
69,675
70,675
71,675
72,675
73,675
74,675
75,675
76,675
77,675
78,675
79,675
80,675
81,675
82,675
83,675
84,675
85,675
86,675
87,675
88,675
89,675
90,675
