generation,best_cost
0,3003
1,3003
2,3003
3,2979
4,2979
5,2930
6,2930
7,2930
8,2930
9,2930
10,2930
11,2930
12,2930
13,2930
14,2930
15,2930
16,2930
17,2930
18,2930
19,2830
20,2830
21,2795
22,2795
23,2795
24,2795
25,2795
26,2795
27,2795
28,2795
29,2795
30,2795
31,2795
32,2795
33,2795
34,2795
35,2795
36,2795
37,2795
38,2795
39,2795
40,2795
41,2795
42,2795
43,2795
44,2760
45,2760
46,2760
47,2760
48,2760
49,2760
50,2760
51,2760
52,2760
53,2760
54,2760
55,2760
56,2757
57,2757
58,2757
59,2707
60,2707
61,2707
62,2707
63,2707
64,2707
65,2707
66,2707
67,2707
68,2707
69,2707
70,2707
71,2707
72,2707
73,2707
74,2707
75,2707
76,2707
77,2707
78,2707
79,2707
80,2707
81,2707
82,2707
83,2707
84,2707
85,2707
86,2707
87,2707
88,2707
89,2707
90,2707
