generation,best_cost
0,3003
1,3003
2,2991
3,2930
4,2930
5,2930
6,2877
7,2877
8,2877
9,2877
10,2877
11,2877
12,2877
13,2877
14,2877
15,2877
16,2877
17,2877
18,2877
19,2877
20,2877
21,2877
22,2877
23,2877
24,2877
25,2877
26,2877
27,2877
28,2877
29,2877
30,2877
31,2877
32,2877
33,2877
34,2877
35,2877
36,2877
37,2877
38,2877
39,2877
40,2877
41,2877
42,2877
43,2877
44,2877
45,2877
46,2877
47,2877
48,2877
49,2877
50,2877
51,2877
52,2877
53,2877
54,2877
55,2877
56,2877
57,2877
58,2877
59,2877
60,2877
61,2877
62,2877
63,2877
64,2877
65,2877
66,2877
67,2877
68,2877
69,2877
70,2877
71,2877
72,2877
73,2877
74,2877
75,2877
76,2877
77,2877
78,2877
79,2877
80,2877
81,2877
82,2877
83,2877
84,2877
85,2877
86,2877
87,2877
88,2877
89,2877
90,2877
