generation,best_cost
0,1983
1,1765
2,1765
3,1765
4,1748
5,1720
6,1713
7,1713
8,1713
9,1713
10,1713
11,1713
12,1713
13,1713
14,1713
15,1713
16,1713
17,1713
18,1713
19,1713
20,1713
21,1713
22,1713
23,1713
24,1713
25,1713
26,1713
27,1713
28,1678
29,1678
30,1678
31,1678
32,1678
33,1678
34,1678
35,1678
36,1678
37,1678
38,1678
39,1678
40,1678
41,1678
42,1678
43,1678
44,1678
45,1678
46,1678
47,1678
48,1678
49,1678
50,1678
51,1678
52,1678
53,1678
54,1678
55,1678
56,1678
57,1678
58,1678
59,1678
60,1678
61,1678
62,1678
63,1678
64,1678
65,1678
66,1678
67,1678
68,1678
69,1678
70,1676
71,1676
72,1676
73,1676
74,1661
75,1661
76,1661
77,1661
78,1661
79,1661
80,1661
81,1661
82,1661
83,1661
84,1661
85,1661
86,1661
87,1661
88,1661
89,1661
90,1661
