generation,best_cost
0,495
1,486
2,486
3,486
4,486
5,480
6,475
7,471
8,471
9,471
10,471
11,471
12,471
13,471
14,471
15,471
16,471
17,471
18,471
19,471
20,471
21,471
22,471
23,471
24,471
25,471
26,471
27,471
28,471
29,471
30,471
31,471
32,471
33,471
34,471
35,471
36,471
37,471
38,471
39,471
40,471
41,471
42,471
43,471
44,471
45,471
46,471
47,471
48,471
49,471
50,471
51,471
52,471
53,471
54,471
55,471
56,471
57,471
58,471
59,471
60,471
61,471
62,468
63,468
64,468
65,468
66,468
67,468
68,468
69,468
70,468
71,468
72,468
73,468
74,468
75,468
76,468
77,468
78,468
79,468
80,468
81,468
82,468
83,468
84,468
85,468
86,468
87,468
88,468
89,468
90,468
